spark.memory.storageFraction,spark.executor.cores,spark.executor.memory,spark.executor.instances,spark.memory.fraction,spark.shuffle.file.buffer,spark.reducer.maxBlocksInFlightPerAddress,spark.default.parallelism,spark.reducer.maxSizeInFlight,spark.executor.memoryOverhead,range,dissimilarity_value,cos_distance,Euclidean_distance,distance
0.55,2.0,5.0,8.0,0.58,41.0,1610402800.0,252.0,62.0,488.0,0.006,0.008,0.994,0.234,551.833
0.54,2.0,5.0,8.0,0.59,41.0,1615468800.0,247.0,63.0,477.0,0.017,0.009,0.995,0.194,549.94
0.54,2.0,5.0,8.0,0.58,42.0,1594135300.0,245.0,62.0,479.0,0.01,0.009,0.994,0.212,538.853
0.54,2.0,5.0,8.0,0.59,43.0,1629543700.0,257.0,63.0,472.0,0.016,0.011,0.996,0.167,536.669
0.54,2.0,5.0,8.0,0.6,42.0,1630828500.0,246.0,63.0,476.0,0.004,0.008,0.993,0.224,534.781
0.55,2.0,5.0,8.0,0.59,43.0,1580198800.0,256.0,61.0,479.0,0.024,0.01,0.996,0.178,534.697
0.54,2.0,5.0,8.0,0.58,43.0,1632606200.0,249.0,64.0,473.0,0.024,0.012,0.997,0.167,513.486
0.54,2.0,5.0,8.0,0.58,42.0,1620755500.0,256.0,62.0,494.0,0.025,0.009,0.995,0.209,509.058
0.55,2.0,5.0,8.0,0.59,41.0,1641081300.0,257.0,64.0,486.0,0.036,0.01,0.995,0.206,507.803
0.55,2.0,5.0,8.0,0.59,41.0,1627513900.0,266.0,63.0,490.0,0.017,0.013,0.997,0.157,505.668
0.56,2.0,5.0,8.0,0.59,41.0,1639626100.0,258.0,64.0,482.0,0.029,0.011,0.996,0.189,486.417
0.55,2.0,5.0,8.0,0.59,42.0,1643421400.0,242.0,64.0,474.0,0.026,0.009,0.992,0.243,479.395
0.54,2.0,5.0,8.0,0.58,42.0,1573840100.0,247.0,62.0,473.0,0.001,0.01,0.995,0.2,477.884
0.54,2.0,5.0,8.0,0.58,43.0,1604708100.0,248.0,63.0,469.0,0.016,0.013,0.997,0.161,477.669
0.54,2.0,5.0,8.0,0.59,44.0,1607335400.0,257.0,62.0,476.0,0.018,0.012,0.996,0.174,461.172
0.55,2.0,5.0,8.0,0.58,42.0,1593746600.0,257.0,61.0,490.0,0.008,0.01,0.995,0.21,455.948
0.54,2.0,5.0,8.0,0.59,43.0,1599627300.0,248.0,63.0,469.0,0.005,0.012,0.996,0.189,455.239
0.54,2.0,5.0,8.0,0.58,43.0,1604171300.0,252.0,61.0,474.0,0.007,0.012,0.995,0.187,445.257
0.55,2.0,5.0,8.0,0.58,41.0,1643407000.0,254.0,63.0,486.0,0.01,0.009,0.992,0.264,439.847
0.55,2.0,5.0,8.0,0.59,43.0,1640914300.0,260.0,61.0,493.0,0.006,0.011,0.995,0.215,437.441
0.55,2.0,5.0,8.0,0.6,42.0,1587291900.0,264.0,62.0,483.0,0.003,0.01,0.993,0.217,436.959
0.55,2.0,5.0,8.0,0.61,42.0,1621163800.0,257.0,64.0,481.0,0.015,0.011,0.994,0.216,435.857
0.54,2.0,5.0,8.0,0.58,42.0,1580624900.0,243.0,62.0,472.0,0.026,0.012,0.994,0.202,418.605
0.55,2.0,5.0,8.0,0.59,44.0,1637163800.0,254.0,61.0,475.0,0.018,0.009,0.992,0.253,414.124
0.55,2.0,5.0,8.0,0.58,42.0,1639048700.0,242.0,64.0,468.0,0.013,0.011,0.993,0.217,409.345
0.54,2.0,5.0,8.0,0.59,44.0,1618384100.0,256.0,61.0,477.0,0.026,0.013,0.995,0.193,405.459
0.56,2.0,5.0,8.0,0.58,41.0,1623487200.0,265.0,63.0,486.0,0.022,0.015,0.997,0.165,399.96
0.56,2.0,5.0,8.0,0.6,43.0,1602079000.0,263.0,62.0,480.0,0.038,0.014,0.996,0.187,392.269
0.55,2.0,5.0,8.0,0.58,40.0,1620691000.0,252.0,64.0,482.0,0.012,0.011,0.993,0.223,390.13
0.55,2.0,5.0,8.0,0.59,41.0,1632851500.0,252.0,65.0,465.0,0.012,0.012,0.993,0.223,379.257
0.55,2.0,5.0,8.0,0.58,43.0,1604649200.0,251.0,60.0,482.0,0.024,0.01,0.99,0.274,374.832
0.55,2.0,5.0,8.0,0.59,42.0,1575332400.0,260.0,60.0,490.0,0.007,0.013,0.994,0.212,371.446
0.54,2.0,5.0,8.0,0.58,41.0,1596683000.0,248.0,64.0,471.0,0.007,0.015,0.996,0.185,367.511
0.56,2.0,5.0,8.0,0.59,43.0,1596906400.0,244.0,61.0,479.0,0.005,0.011,0.993,0.241,366.892
0.55,2.0,5.0,8.0,0.6,42.0,1639891200.0,246.0,65.0,468.0,0.004,0.011,0.992,0.241,365.884
0.54,2.0,5.0,8.0,0.59,43.0,1600309100.0,244.0,63.0,471.0,0.005,0.013,0.994,0.22,356.56
0.55,2.0,5.0,8.0,0.58,43.0,1594970800.0,244.0,63.0,464.0,0.02,0.014,0.995,0.195,355.269
0.54,2.0,5.0,8.0,0.59,44.0,1607366900.0,245.0,62.0,465.0,0.008,0.014,0.995,0.202,354.443
0.56,2.0,5.0,8.0,0.59,42.0,1594053400.0,258.0,60.0,485.0,0.034,0.011,0.994,0.254,341.821
0.55,2.0,5.0,8.0,0.57,41.0,1599095600.0,251.0,64.0,467.0,0.025,0.015,0.996,0.2,336.944
0.55,2.0,5.0,8.0,0.59,42.0,1622746200.0,261.0,65.0,466.0,0.071,0.013,0.994,0.225,329.866
0.55,2.0,5.0,8.0,0.58,40.0,1629607700.0,252.0,63.0,490.0,0.01,0.011,0.992,0.277,328.051
0.56,2.0,5.0,8.0,0.61,43.0,1625259900.0,256.0,62.0,477.0,0.012,0.012,0.992,0.259,327.831
0.55,2.0,5.0,8.0,0.58,41.0,1586080500.0,247.0,64.0,470.0,0.001,0.014,0.993,0.217,325.683
0.57,2.0,5.0,8.0,0.6,43.0,1644814100.0,255.0,63.0,477.0,0.012,0.013,0.993,0.243,316.932
0.55,2.0,5.0,8.0,0.57,41.0,1626622800.0,243.0,64.0,469.0,0.021,0.015,0.994,0.214,307.342
0.54,2.0,5.0,8.0,0.59,43.0,1616353500.0,240.0,63.0,465.0,0.018,0.015,0.993,0.226,301.983
0.56,2.0,5.0,8.0,0.58,42.0,1580611000.0,257.0,60.0,490.0,0.028,0.015,0.994,0.232,293.052
0.55,2.0,5.0,8.0,0.58,43.0,1570422300.0,246.0,60.0,471.0,0.022,0.015,0.992,0.234,279.285
0.56,2.0,5.0,8.0,0.59,40.0,1599655200.0,260.0,63.0,486.0,0.002,0.015,0.994,0.237,274.228
0.54,2.0,5.0,8.0,0.57,43.0,1609212000.0,242.0,62.0,470.0,0.021,0.015,0.992,0.243,273.858
0.54,2.0,5.0,8.0,0.59,43.0,1614797200.0,239.0,64.0,461.0,0.004,0.017,0.995,0.209,272.637
0.55,2.0,5.0,8.0,0.6,42.0,1582460700.0,268.0,61.0,492.0,0.001,0.016,0.993,0.231,270.741
0.54,2.0,5.0,8.0,0.59,43.0,1592121500.0,262.0,60.0,485.0,0.01,0.016,0.993,0.239,266.766
0.55,2.0,5.0,8.0,0.59,43.0,1613599500.0,237.0,63.0,460.0,0.002,0.015,0.992,0.246,265.946
0.56,2.0,5.0,8.0,0.6,40.0,1580484000.0,258.0,63.0,483.0,0.027,0.017,0.993,0.227,262.32
0.55,2.0,5.0,8.0,0.58,44.0,1617268200.0,247.0,60.0,479.0,0.028,0.013,0.988,0.298,261.747
0.57,2.0,5.0,8.0,0.6,41.0,1611062300.0,262.0,63.0,489.0,0.015,0.017,0.996,0.23,253.331
0.54,2.0,5.0,8.0,0.57,42.0,1595902200.0,237.0,62.0,470.0,0.002,0.015,0.991,0.257,250.968
0.55,2.0,5.0,8.0,0.6,41.0,1569896400.0,262.0,61.0,497.0,0.024,0.018,0.995,0.226,249.314
0.57,2.0,5.0,8.0,0.6,41.0,1653314300.0,262.0,64.0,488.0,0.015,0.018,0.995,0.224,246.605
0.55,2.0,5.0,8.0,0.58,44.0,1619998500.0,238.0,63.0,460.0,0.017,0.018,0.994,0.221,243.735
0.55,2.0,5.0,8.0,0.58,42.0,1623546100.0,234.0,64.0,465.0,0.027,0.016,0.99,0.264,240.11
0.57,2.0,5.0,8.0,0.59,40.0,1629673700.0,253.0,64.0,484.0,0.008,0.014,0.989,0.306,237.151
0.56,2.0,5.0,8.0,0.59,41.0,1628339600.0,272.0,62.0,499.0,0.018,0.017,0.997,0.249,234.975
0.56,2.0,5.0,8.0,0.6,40.0,1590306200.0,247.0,63.0,484.0,0.012,0.014,0.989,0.298,231.645
0.57,2.0,5.0,8.0,0.6,40.0,1599952100.0,256.0,63.0,485.0,0.017,0.017,0.993,0.259,226.006
0.56,2.0,5.0,8.0,0.61,43.0,1596020700.0,242.0,62.0,472.0,0.055,0.015,0.989,0.287,225.246
0.54,2.0,5.0,8.0,0.58,43.0,1624448800.0,244.0,65.0,458.0,0.02,0.019,0.996,0.235,224.946
0.56,2.0,5.0,8.0,0.6,42.0,1638654500.0,264.0,61.0,503.0,0.01,0.015,0.996,0.295,221.684
0.56,2.0,5.0,8.0,0.58,40.0,1613302400.0,259.0,63.0,492.0,0.013,0.017,0.993,0.266,220.408
0.56,2.0,5.0,8.0,0.6,41.0,1590925300.0,260.0,61.0,498.0,0.007,0.018,0.995,0.258,219.126
0.54,2.0,5.0,8.0,0.59,43.0,1630550300.0,242.0,65.0,455.0,0.022,0.018,0.995,0.251,218.251
0.53,2.0,5.0,8.0,0.57,43.0,1626420500.0,241.0,63.0,464.0,0.023,0.019,0.993,0.242,216.651
0.55,2.0,5.0,7.0,0.58,42.0,1612159500.0,250.0,61.0,481.0,0.007,0.017,0.992,0.264,214.749
0.55,2.0,5.0,8.0,0.58,41.0,1630158000.0,236.0,64.0,467.0,0.021,0.016,0.988,0.293,205.964
0.54,2.0,5.0,7.0,0.59,42.0,1628255100.0,246.0,62.0,482.0,0.011,0.016,0.989,0.295,204.151
0.54,2.0,5.0,8.0,0.59,42.0,1611521300.0,237.0,65.0,460.0,0.001,0.018,0.992,0.272,203.077
0.56,2.0,5.0,8.0,0.61,42.0,1616576900.0,261.0,60.0,500.0,0.009,0.018,0.995,0.295,189.515
0.53,2.0,5.0,8.0,0.59,44.0,1578260700.0,243.0,63.0,461.0,0.005,0.021,0.993,0.271,177.102
0.54,2.0,5.0,8.0,0.58,42.0,1619856900.0,232.0,64.0,462.0,0.022,0.019,0.988,0.298,173.503
0.57,2.0,5.0,8.0,0.6,40.0,1595845100.0,263.0,63.0,490.0,0.006,0.021,0.993,0.273,172.693
0.55,2.0,5.0,7.0,0.6,41.0,1614678000.0,249.0,62.0,488.0,0.015,0.02,0.992,0.296,171.737
0.57,2.0,5.0,8.0,0.62,41.0,1630166000.0,264.0,64.0,484.0,0.011,0.021,0.99,0.28,170.512
0.56,2.0,5.0,8.0,0.61,41.0,1598681900.0,272.0,62.0,495.0,0.001,0.021,0.991,0.279,165.926
0.57,2.0,5.0,8.0,0.59,40.0,1644836200.0,265.0,63.0,495.0,0.012,0.019,0.994,0.314,164.609
0.56,2.0,5.0,8.0,0.61,41.0,1603875100.0,268.0,62.0,505.0,0.039,0.022,0.995,0.283,163.59
0.56,2.0,5.0,8.0,0.6,40.0,1652800100.0,268.0,63.0,501.0,0.012,0.022,0.995,0.278,162.67
0.56,2.0,5.0,7.0,0.59,41.0,1628174200.0,244.0,62.0,483.0,0.003,0.02,0.989,0.313,159.616
0.53,2.0,5.0,8.0,0.58,44.0,1610826200.0,238.0,63.0,456.0,0.011,0.023,0.994,0.267,158.523
0.56,2.0,5.0,8.0,0.59,40.0,1628904600.0,268.0,62.0,509.0,0.022,0.02,0.995,0.321,156.148
0.56,2.0,5.0,8.0,0.61,41.0,1611780700.0,268.0,61.0,503.0,0.021,0.022,0.995,0.288,154.998
0.54,2.0,5.0,7.0,0.58,42.0,1603004000.0,250.0,60.0,487.0,0.006,0.022,0.989,0.287,154.663
0.57,2.0,5.0,7.0,0.6,42.0,1625765000.0,258.0,62.0,484.0,0.014,0.022,0.993,0.3,149.777
0.55,2.0,5.0,7.0,0.59,44.0,1635537500.0,255.0,60.0,483.0,0.022,0.023,0.989,0.294,147.856
0.55,2.0,5.0,8.0,0.59,41.0,1606489000.0,273.0,60.0,512.0,0.022,0.023,0.995,0.296,147.132
0.57,2.0,5.0,8.0,0.6,40.0,1620006100.0,268.0,63.0,497.0,0.023,0.023,0.993,0.295,146.226
0.56,2.0,5.0,8.0,0.61,42.0,1599479200.0,278.0,61.0,504.0,0.064,0.025,0.993,0.278,144.034
0.57,2.0,5.0,8.0,0.61,41.0,1609035300.0,270.0,61.0,505.0,0.012,0.025,0.995,0.276,141.804
0.55,2.0,5.0,7.0,0.59,43.0,1638493300.0,252.0,60.0,490.0,0.015,0.021,0.986,0.346,137.656
0.56,2.0,5.0,8.0,0.59,41.0,1606238500.0,275.0,60.0,509.0,0.036,0.025,0.996,0.292,137.332
0.56,2.0,5.0,7.0,0.6,42.0,1624392000.0,245.0,61.0,485.0,0.025,0.021,0.988,0.343,137.107
0.53,2.0,5.0,8.0,0.58,43.0,1605159700.0,230.0,63.0,456.0,0.007,0.025,0.991,0.296,135.994
0.56,2.0,5.0,7.0,0.59,41.0,1616482600.0,255.0,61.0,489.0,0.016,0.023,0.992,0.319,135.556
0.55,2.0,5.0,8.0,0.59,43.0,1596029400.0,272.0,58.0,503.0,0.025,0.024,0.992,0.3,135.366
0.57,2.0,5.0,7.0,0.61,42.0,1641622500.0,254.0,63.0,483.0,0.011,0.023,0.99,0.314,135.351
0.55,2.0,5.0,7.0,0.59,41.0,1659963100.0,254.0,63.0,495.0,0.004,0.022,0.989,0.331,134.52
0.57,2.0,5.0,8.0,0.62,41.0,1623555300.0,271.0,62.0,502.0,0.033,0.024,0.995,0.304,133.983
0.56,2.0,5.0,7.0,0.6,41.0,1609563100.0,241.0,63.0,477.0,0.013,0.026,0.989,0.295,127.648
0.57,2.0,5.0,8.0,0.61,41.0,1639095000.0,278.0,62.0,503.0,0.02,0.025,0.995,0.31,127.539
0.57,2.0,5.0,8.0,0.6,39.0,1597088500.0,265.0,63.0,498.0,0.009,0.026,0.992,0.302,127.233
0.55,2.0,5.0,8.0,0.61,41.0,1579741700.0,266.0,59.0,505.0,0.014,0.025,0.993,0.31,126.991
0.56,2.0,5.0,7.0,0.59,42.0,1653651200.0,259.0,61.0,492.0,0.008,0.023,0.99,0.349,124.973
0.57,2.0,5.0,8.0,0.61,42.0,1654587600.0,272.0,61.0,509.0,0.022,0.024,0.995,0.341,120.833
0.55,2.0,5.0,8.0,0.6,42.0,1572455700.0,276.0,59.0,505.0,0.034,0.026,0.991,0.322,120.349
0.58,2.0,5.0,8.0,0.59,41.0,1608983300.0,274.0,61.0,503.0,0.035,0.025,0.997,0.332,119.901
0.56,2.0,5.0,8.0,0.59,44.0,1590344400.0,269.0,58.0,494.0,0.057,0.026,0.989,0.326,116.971
0.57,2.0,5.0,8.0,0.6,43.0,1613225500.0,278.0,59.0,501.0,0.038,0.029,0.994,0.292,116.956
0.55,2.0,5.0,7.0,0.59,40.0,1613481200.0,247.0,61.0,495.0,0.008,0.024,0.988,0.35,116.881
0.56,2.0,5.0,7.0,0.6,42.0,1618292000.0,250.0,60.0,492.0,0.018,0.022,0.987,0.378,116.667
0.57,2.0,5.0,7.0,0.62,41.0,1623534100.0,251.0,63.0,482.0,0.011,0.026,0.989,0.329,113.919
0.55,2.0,5.0,7.0,0.59,41.0,1599986000.0,249.0,60.0,495.0,0.014,0.023,0.986,0.37,113.801
0.55,2.0,5.0,7.0,0.59,41.0,1627021300.0,241.0,61.0,490.0,0.015,0.022,0.982,0.394,111.839
0.54,2.0,5.0,7.0,0.58,43.0,1610156300.0,237.0,61.0,469.0,0.009,0.029,0.987,0.3,111.6
0.55,2.0,5.0,7.0,0.6,41.0,1632854000.0,253.0,61.0,500.0,0.018,0.023,0.987,0.382,110.561
0.55,2.0,5.0,7.0,0.58,42.0,1596754800.0,256.0,59.0,493.0,0.024,0.026,0.989,0.345,109.657
0.55,2.0,5.0,7.0,0.59,40.0,1594863000.0,246.0,61.0,493.0,0.013,0.025,0.986,0.362,107.786
0.57,2.0,5.0,7.0,0.6,40.0,1642444400.0,256.0,63.0,495.0,0.015,0.03,0.992,0.318,105.062
0.56,2.0,5.0,7.0,0.61,41.0,1652256300.0,256.0,62.0,500.0,0.013,0.027,0.992,0.356,102.437
0.55,2.0,5.0,7.0,0.58,41.0,1587945700.0,251.0,60.0,500.0,0.003,0.027,0.987,0.364,100.749
0.58,2.0,5.0,8.0,0.61,40.0,1596862700.0,277.0,62.0,500.0,0.042,0.031,0.992,0.326,99.506
0.58,2.0,5.0,8.0,0.61,40.0,1640152800.0,276.0,63.0,503.0,0.016,0.03,0.995,0.339,97.059
0.57,2.0,5.0,7.0,0.61,40.0,1616306700.0,251.0,63.0,486.0,0.017,0.028,0.989,0.362,96.284
0.56,2.0,5.0,8.0,0.6,40.0,1577163400.0,272.0,59.0,510.0,0.015,0.031,0.993,0.341,93.026
0.57,2.0,5.0,7.0,0.59,41.0,1644044300.0,241.0,62.0,478.0,0.032,0.023,0.975,0.451,92.203
0.57,2.0,5.0,8.0,0.61,40.0,1609495600.0,269.0,60.0,510.0,0.005,0.03,0.996,0.362,91.562
0.58,2.0,5.0,8.0,0.6,40.0,1602781800.0,278.0,61.0,510.0,0.038,0.033,0.995,0.352,86.765
0.57,2.0,5.0,7.0,0.6,39.0,1641869400.0,253.0,63.0,496.0,0.034,0.031,0.988,0.374,85.061
0.57,2.0,5.0,8.0,0.62,42.0,1613612300.0,274.0,59.0,512.0,0.028,0.031,0.994,0.384,84.188
0.57,2.0,5.0,7.0,0.6,39.0,1605483300.0,250.0,62.0,498.0,0.003,0.03,0.987,0.398,82.222
0.57,2.0,5.0,7.0,0.6,40.0,1611494400.0,261.0,61.0,504.0,0.026,0.035,0.995,0.349,82.157
0.57,2.0,5.0,7.0,0.59,41.0,1625890400.0,267.0,60.0,501.0,0.031,0.033,0.992,0.367,81.664
0.57,2.0,5.0,8.0,0.6,40.0,1643740300.0,287.0,62.0,511.0,0.018,0.031,0.994,0.389,81.505
0.57,2.0,5.0,7.0,0.59,43.0,1639603200.0,267.0,59.0,503.0,0.018,0.035,0.991,0.363,78.628
0.58,2.0,5.0,8.0,0.6,39.0,1618374700.0,278.0,62.0,515.0,0.035,0.033,0.993,0.427,69.544
0.54,2.0,5.0,7.0,0.58,42.0,1632917400.0,258.0,59.0,508.0,0.028,0.03,0.974,0.48,68.421
0.59,2.0,5.0,8.0,0.62,40.0,1639712500.0,277.0,62.0,512.0,0.029,0.034,0.993,0.438,65.957
0.55,2.0,5.0,7.0,0.6,43.0,1577096000.0,272.0,57.0,502.0,0.022,0.041,0.987,0.381,62.952
0.58,2.0,5.0,8.0,0.6,39.0,1607503900.0,277.0,61.0,522.0,0.024,0.037,0.994,0.438,61.788
0.58,2.0,5.0,8.0,0.6,39.0,1623337000.0,285.0,62.0,518.0,0.033,0.037,0.992,0.441,61.582
0.58,2.0,5.0,7.0,0.6,40.0,1623265000.0,268.0,61.0,504.0,0.018,0.039,0.992,0.442,58.247
0.56,2.0,5.0,7.0,0.59,41.0,1592331500.0,263.0,58.0,515.0,0.011,0.038,0.986,0.453,57.518
0.58,2.0,5.0,7.0,0.6,39.0,1668709400.0,249.0,63.0,493.0,0.026,0.033,0.973,0.524,56.154
0.56,2.0,5.0,7.0,0.59,42.0,1595625500.0,261.0,57.0,508.0,0.034,0.035,0.977,0.504,55.934
0.56,2.0,5.0,7.0,0.61,40.0,1625274100.0,272.0,60.0,516.0,0.038,0.042,0.995,0.424,55.618
0.57,2.0,5.0,7.0,0.61,39.0,1642102500.0,263.0,61.0,514.0,0.018,0.04,0.991,0.442,55.469
0.57,2.0,5.0,7.0,0.62,43.0,1652011500.0,258.0,59.0,502.0,0.032,0.037,0.98,0.483,55.263
0.58,2.0,5.0,7.0,0.6,39.0,1650306300.0,274.0,62.0,509.0,0.004,0.043,0.993,0.421,55.119
0.57,2.0,5.0,7.0,0.6,39.0,1653618700.0,269.0,62.0,516.0,0.019,0.041,0.991,0.45,54.105
0.56,2.0,5.0,7.0,0.59,40.0,1608596500.0,268.0,59.0,522.0,0.014,0.041,0.99,0.446,53.943
0.58,2.0,5.0,7.0,0.62,41.0,1661380900.0,264.0,61.0,505.0,0.014,0.039,0.989,0.472,53.85
0.57,2.0,5.0,7.0,0.6,40.0,1605766000.0,269.0,59.0,518.0,0.039,0.044,0.995,0.424,52.919
0.58,2.0,5.0,8.0,0.62,40.0,1620984600.0,291.0,61.0,526.0,0.045,0.043,0.99,0.447,51.028
0.58,2.0,5.0,7.0,0.61,39.0,1634958700.0,257.0,61.0,515.0,0.007,0.04,0.985,0.522,47.399
0.57,2.0,5.0,7.0,0.59,39.0,1599287000.0,272.0,59.0,524.0,0.012,0.048,0.993,0.446,46.465
0.57,2.0,5.0,7.0,0.58,40.0,1596873000.0,264.0,58.0,514.0,0.018,0.044,0.986,0.487,46.366
0.59,2.0,5.0,8.0,0.63,39.0,1633681900.0,285.0,61.0,524.0,0.039,0.046,0.991,0.496,43.757
0.59,2.0,5.0,7.0,0.61,40.0,1648257000.0,274.0,61.0,511.0,0.049,0.046,0.991,0.498,43.4
0.59,2.0,5.0,8.0,0.6,37.0,1621839100.0,287.0,62.0,521.0,0.029,0.045,0.985,0.511,43.22
0.57,2.0,5.0,7.0,0.61,40.0,1652983400.0,276.0,60.0,526.0,0.031,0.048,0.994,0.484,42.673
0.59,2.0,5.0,7.0,0.62,41.0,1621633800.0,279.0,60.0,513.0,0.048,0.049,0.995,0.479,42.023
0.57,2.0,5.0,7.0,0.6,39.0,1659345900.0,274.0,60.0,522.0,0.006,0.048,0.992,0.499,41.886
0.58,2.0,5.0,8.0,0.62,39.0,1561149800.0,283.0,59.0,525.0,0.023,0.049,0.987,0.483,41.555
0.58,2.0,5.0,8.0,0.6,39.0,1609051100.0,291.0,59.0,538.0,0.048,0.049,0.991,0.519,39.108
0.58,2.0,5.0,7.0,0.61,40.0,1590874500.0,281.0,59.0,523.0,0.057,0.055,0.996,0.468,38.967
0.58,2.0,5.0,8.0,0.61,38.0,1633137400.0,293.0,61.0,537.0,0.06,0.049,0.989,0.548,37.02
0.58,2.0,5.0,7.0,0.6,39.0,1589560000.0,271.0,58.0,524.0,0.022,0.053,0.99,0.528,35.27
0.59,2.0,5.0,7.0,0.61,40.0,1639204900.0,290.0,60.0,526.0,0.032,0.056,0.995,0.526,33.468
0.57,2.0,5.0,7.0,0.6,41.0,1592462500.0,281.0,56.0,535.0,0.024,0.056,0.988,0.528,33.399
0.59,2.0,5.0,8.0,0.63,41.0,1616499700.0,298.0,58.0,534.0,0.08,0.054,0.988,0.56,32.648
0.59,2.0,5.0,8.0,0.61,39.0,1633148200.0,299.0,59.0,542.0,0.047,0.055,0.99,0.573,31.488
0.6,2.0,5.0,7.0,0.62,38.0,1632517900.0,260.0,60.0,526.0,0.038,0.053,0.979,0.678,27.36
0.59,2.0,5.0,7.0,0.62,38.0,1638878300.0,271.0,60.0,535.0,0.02,0.057,0.985,0.668,25.793
0.59,2.0,5.0,7.0,0.6,37.0,1627376600.0,290.0,58.0,550.0,0.024,0.07,0.987,0.696,20.123
0.6,2.0,5.0,7.0,0.63,36.0,1615247200.0,297.0,59.0,550.0,0.045,0.082,0.983,0.727,16.561
0.6,2.0,5.0,7.0,0.63,37.0,1559909100.0,308.0,55.0,566.0,0.045,0.097,0.972,0.822,12.207
spark.memory.storageFraction,spark.executor.cores,spark.executor.memory,spark.executor.instances,spark.memory.fraction,spark.shuffle.file.buffer,spark.reducer.maxBlocksInFlightPerAddress,spark.default.parallelism,spark.reducer.maxSizeInFlight,spark.executor.memoryOverhead,range,dissimilarity_value,cos_distance,Euclidean_distance,distance
0.88,1.0,6.0,7.0,0.67,31.0,1342576800.0,312.0,67.0,592.0,0.0,0.001,0.991,0.237,3582.588
0.87,1.0,6.0,7.0,0.67,31.0,1343789600.0,313.0,67.0,582.0,0.0,0.002,0.997,0.146,3272.205
0.86,1.0,6.0,7.0,0.67,31.0,1346358700.0,310.0,67.0,592.0,0.0,0.002,0.996,0.219,2213.163
0.87,1.0,6.0,7.0,0.67,30.0,1352501000.0,312.0,67.0,591.0,0.0,0.004,0.998,0.11,2198.689
0.87,1.0,6.0,7.0,0.67,31.0,1331009400.0,311.0,67.0,587.0,0.0,0.002,0.992,0.225,2159.789
0.87,1.0,6.0,7.0,0.67,31.0,1336420400.0,310.0,67.0,583.0,0.0,0.003,0.994,0.198,1907.703
0.88,1.0,6.0,7.0,0.67,31.0,1324531300.0,309.0,67.0,586.0,0.0,0.004,0.998,0.127,1746.417
0.88,1.0,6.0,7.0,0.67,31.0,1328200600.0,312.0,68.0,589.0,0.0,0.004,0.996,0.157,1502.572
0.87,1.0,6.0,7.0,0.66,31.0,1341492200.0,312.0,68.0,586.0,0.0,0.004,0.995,0.183,1325.152
0.87,1.0,6.0,7.0,0.67,31.0,1327826800.0,313.0,66.0,593.0,0.0,0.003,0.993,0.249,1288.991
0.87,1.0,6.0,7.0,0.67,31.0,1325193700.0,312.0,66.0,591.0,0.0,0.003,0.991,0.26,1280.943
0.88,1.0,6.0,7.0,0.67,31.0,1317384200.0,312.0,68.0,590.0,0.0,0.005,0.996,0.164,1247.882
0.87,1.0,6.0,7.0,0.67,32.0,1328878300.0,314.0,66.0,585.0,0.0,0.008,0.998,0.106,1239.759
0.88,1.0,6.0,7.0,0.67,31.0,1324449300.0,311.0,68.0,592.0,0.0,0.004,0.994,0.194,1184.181
0.88,1.0,6.0,7.0,0.67,31.0,1320086400.0,311.0,68.0,592.0,0.0,0.005,0.996,0.185,1154.121
0.87,1.0,6.0,7.0,0.66,31.0,1347567900.0,312.0,68.0,589.0,0.0,0.004,0.992,0.237,1085.737
0.87,1.0,6.0,7.0,0.66,31.0,1353265200.0,315.0,68.0,595.0,0.0,0.005,0.996,0.176,1082.388
0.86,1.0,6.0,7.0,0.67,31.0,1348782600.0,311.0,66.0,592.0,0.0,0.003,0.992,0.271,1073.305
0.86,1.0,6.0,7.0,0.67,31.0,1350104800.0,313.0,68.0,597.0,0.0,0.004,0.994,0.223,1024.183
0.87,1.0,6.0,7.0,0.66,31.0,1349668100.0,311.0,69.0,587.0,0.0,0.006,0.996,0.163,992.709
0.88,1.0,6.0,7.0,0.67,31.0,1301458200.0,312.0,68.0,590.0,0.0,0.006,0.996,0.169,972.987
0.88,1.0,6.0,7.0,0.67,31.0,1322283500.0,311.0,68.0,588.0,0.0,0.005,0.994,0.199,967.745
0.87,1.0,6.0,7.0,0.66,31.0,1353920800.0,310.0,67.0,587.0,0.0,0.004,0.989,0.272,954.352
0.87,1.0,6.0,7.0,0.67,31.0,1316536800.0,315.0,66.0,586.0,0.0,0.005,0.995,0.201,913.169
0.87,1.0,6.0,7.0,0.66,31.0,1341327700.0,309.0,69.0,581.0,0.0,0.007,0.997,0.148,910.367
0.88,1.0,6.0,7.0,0.67,31.0,1309991700.0,311.0,68.0,581.0,0.0,0.007,0.997,0.151,908.286
0.86,1.0,6.0,7.0,0.66,31.0,1344654300.0,315.0,68.0,586.0,0.0,0.006,0.996,0.178,896.147
0.86,1.0,6.0,7.0,0.67,31.0,1357033200.0,314.0,67.0,600.0,0.0,0.004,0.994,0.274,863.26
0.88,1.0,6.0,7.0,0.67,31.0,1322316900.0,311.0,68.0,585.0,0.0,0.006,0.994,0.207,847.282
0.86,1.0,6.0,7.0,0.66,31.0,1353386800.0,311.0,68.0,581.0,0.0,0.007,0.996,0.166,846.637
